id,date,user,pc,activity
{C0O6-D0LE70MM-9829WDBP},05/18/2010 18:35:27,XWD0923,PC-1637,Disconnect
{X5C2-A5OH65TU-6478CKAE},05/18/2010 19:07:53,QJR0688,PC-4835,Disconnect
{I5B6-O3PE66ZF-9943VKJE},05/18/2010 20:10:06,HCL0651,PC-8314,Connect
{G0G6-Q5XL53QX-9939DIOB},05/18/2010 20:35:02,HCL0651,PC-8314,Disconnect
{R0U3-Y5UN92YC-3471KXVH},05/19/2010 00:15:18,EIS0041,PC-2690,Connect
{Z7S7-P0CO05JY-3843PCUM},05/19/2010 00:15:20,EIS0041,PC-2690,Disconnect
{X1H7-W2GG60AP-5268QLPJ},05/19/2010 04:48:06,EIS0041,PC-0840,Connect
{C5A4-M9PZ60HX-3985KALB},05/19/2010 04:49:18,EIS0041,PC-0840,Disconnect
{B6N6-O6YG65JW-1738VYAH},05/19/2010 07:34:39,LBH0942,PC-3640,Connect
{Y7O8-X1KT54VZ-8768OOWG},05/19/2010 07:41:36,RSC0089,PC-9929,Connect
{A9W1-H2BD43DS-3593TWXP},05/19/2010 07:45:31,LBH0942,PC-3640,Disconnect
{N6O7-X8RC84CV-4226EGTS},05/19/2010 07:50:28,HCM0267,PC-7651,Connect
{P0L9-E5CQ83UK-9963VXTR},05/19/2010 07:52:20,RSC0089,PC-9929,Disconnect
{Y9O8-W7GW61VO-9834GFHI},05/19/2010 07:52:37,RSC0089,PC-9929,Connect
{K0F4-L1JE56FG-1602BUKU},05/19/2010 07:54:09,HCM0267,PC-7651,Disconnect
{T9Q3-A4DD02UO-7820PJJS},05/19/2010 08:05:02,MTB0620,PC-9348,Connect
{B7G9-D0IC00LT-2224ROLK},05/19/2010 08:16:32,MTB0620,PC-9348,Disconnect
{E3Y6-S0ZA75WA-2454EHDM},05/19/2010 08:21:23,LBH0942,PC-3640,Connect
{K8A0-M3KV94WE-2674OXSA},05/19/2010 08:29:20,MBJ0312,PC-5250,Connect
{N9H5-G0MV76DF-2820MFGR},05/19/2010 08:29:25,DRR0162,PC-5168,Connect
{S3I0-K3JZ48HM-1509KRXM},05/19/2010 08:31:12,LBH0942,PC-3640,Disconnect
{N1X9-A3VM43IZ-2198DHXQ},05/19/2010 08:34:43,THR0873,PC-4804,Connect
{B5N9-Y1JG96RY-2305AZBW},05/19/2010 08:36:11,QRM0739,PC-7343,Connect
{W9Z5-H3OW82AK-0408TOQV},05/19/2010 08:38:00,RSC0089,PC-9929,Disconnect
{C0V0-L7FU64PY-5789YLQO},05/19/2010 08:42:54,AHM0410,PC-3686,Connect
{P5R9-B0QH20QX-4519ZJNB},05/19/2010 08:45:32,QRM0739,PC-7343,Disconnect
{X4Z9-H9DJ56TI-0511NKQI},05/19/2010 08:48:19,MBJ0312,PC-5250,Disconnect
{M8V2-A6YM29XG-2786PQID},05/19/2010 08:48:26,PAD0773,PC-3959,Connect
{F3Z4-N4FX36AH-2519VYYF},05/19/2010 08:52:05,MBJ0312,PC-5250,Connect
{V0T5-Q6UG22GA-4837BJJY},05/19/2010 08:54:42,CFM0767,PC-4259,Connect
{V9X0-R8PC78AC-9675WWHJ},05/19/2010 08:54:59,JNJ0556,PC-0576,Connect
{W9M5-F2MK52XM-7277OWNI},05/19/2010 09:03:25,HCM0267,PC-7651,Connect
{A6C5-W1VH78RC-5583ZSEW},05/19/2010 09:07:40,THR0873,PC-4804,Disconnect
{I7Z2-A8RL07IW-4554UMCH},05/19/2010 09:12:54,HVF0067,PC-9939,Connect
{M6V0-R0SE15LF-8254FDBJ},05/19/2010 09:13:30,HVF0067,PC-9939,Disconnect
{X3G2-Q6HE12LS-1168OLIH},05/19/2010 09:17:26,JNJ0556,PC-0576,Disconnect
{W4Z0-L3UI30SC-6170EZVP},05/19/2010 09:17:45,MBJ0312,PC-5250,Disconnect
{Y5K7-C7CK38UM-1185JMMN},05/19/2010 09:18:04,PAD0773,PC-3959,Disconnect
{A6J2-M8QA25DV-8160PRZG},05/19/2010 09:18:07,HCM0267,PC-7651,Disconnect
{K3S6-J1JN15EZ-6732QRFH},05/19/2010 09:19:35,HVF0067,PC-9939,Connect
{V1O2-Q4TE77PA-4782BNYS},05/19/2010 09:20:38,HVF0067,PC-9939,Disconnect
{C6R3-Z4GK49RR-5245EZPK},05/19/2010 09:22:15,CFM0767,PC-4259,Disconnect
{Z7U1-U3FV69RM-9376NDQO},05/19/2010 09:28:26,JNJ0556,PC-0576,Connect
{Z6Y1-R0IS60PJ-0767IABC},05/19/2010 09:32:56,JNJ0556,PC-0576,Disconnect
{D3Y2-E7OL55IU-6594ELPO},05/19/2010 09:35:11,PAD0773,PC-3959,Connect
{I6J9-Z8NJ11IX-7597JXSJ},05/19/2010 09:36:30,XWD0923,PC-1637,Connect
{X9L5-F9ET61GH-4532ZJHI},05/19/2010 09:37:11,DRR0162,PC-5168,Disconnect
{I4U0-U3WV87HR-8059RCAX},05/19/2010 09:40:19,PAD0773,PC-3959,Disconnect
{G0X7-L1IO62IA-2897NJMM},05/19/2010 09:49:58,HCL0651,PC-8314,Connect
{E5M2-M8ZX84BE-3231FJCH},05/19/2010 09:51:46,XWD0923,PC-1637,Disconnect
{N0B6-S3YG28PT-7029BGUJ},05/19/2010 09:58:39,QRM0739,PC-7343,Connect
{J9J6-T4FG05FV-9236AJJN},05/19/2010 09:59:55,AHM0410,PC-3686,Disconnect
{G3R3-E4PN90DC-0930WEQQ},05/19/2010 10:00:20,NWT0098,PC-4667,Connect
{N5T4-B2UN10GV-5973KCPH},05/19/2010 10:02:23,THR0873,PC-4804,Connect
{O0I8-L0OD02NO-5361UQMO},05/19/2010 10:03:03,HCM0267,PC-7651,Connect
{C7V4-W7MB64WI-5334SHYU},05/19/2010 10:07:10,THR0873,PC-4804,Disconnect
{U3M3-T0EQ25GK-7146SBNB},05/19/2010 10:15:37,NWT0098,PC-4667,Disconnect
{G2S3-C3BO38SD-2091FDLN},05/19/2010 10:16:03,QRM0739,PC-7343,Disconnect
{F1X2-W5QV33WE-5872CMXD},05/19/2010 10:28:29,HCL0651,PC-8314,Disconnect
{M2C6-S6JF09YL-3191IDNC},05/19/2010 10:32:33,THR0873,PC-4804,Connect
{Z7Q5-L4TY27WL-1852GGSW},05/19/2010 10:37:17,NWT0098,PC-4667,Connect
{O6H8-J0OH58FZ-1027GLXY},05/19/2010 10:38:41,JNJ0556,PC-0576,Connect
{F6D1-P3AG84OV-9520JQQW},05/19/2010 10:39:50,HCM0267,PC-7651,Disconnect
{O6E0-J4BS01IL-1014UBXI},05/19/2010 10:40:57,QRM0739,PC-7343,Connect
{S1R8-C9YB68DX-0308FNZI},05/19/2010 10:41:51,THR0873,PC-4804,Disconnect
{S9F6-J1DO30FQ-9004VMCX},05/19/2010 10:49:40,HCL0651,PC-8314,Connect
{S8E3-Z0KJ86UT-8198HHGE},05/19/2010 10:51:11,HCM0267,PC-7651,Connect
{A7V5-Y4YV23YU-6340EEPB},05/19/2010 10:51:24,QRM0739,PC-7343,Disconnect
{B8A9-S0QU88YX-8847UYAE},05/19/2010 10:53:05,QRM0739,PC-7343,Connect
{Y8T8-Y0QR60MG-1784HZPN},05/19/2010 10:54:07,JNJ0556,PC-0576,Disconnect
{W0V6-V4BS60KI-8795NRQO},05/19/2010 10:57:48,QRM0739,PC-7343,Disconnect
{A3O5-E7TY86ML-9228OKIB},05/19/2010 11:00:28,RSC0089,PC-9929,Connect
{W0D5-Z9LL33RQ-2897JNYW},05/19/2010 11:01:54,LBH0942,PC-3640,Connect
{L2Q9-V0GL72KC-5355RQLO},05/19/2010 11:01:59,HCL0651,PC-8314,Disconnect
{W2N4-R3ZL65PB-2600ORRM},05/19/2010 11:01:59,PSF0133,PC-4925,Connect
{K8D9-J8AI80VO-3097EFEZ},05/19/2010 11:08:06,JNJ0556,PC-0576,Connect
{M5V6-C7AQ33UB-4397QCSF},05/19/2010 11:09:21,RSC0089,PC-9929,Disconnect
{A2X5-C4SX36OV-6904PKGR},05/19/2010 11:10:26,HCM0267,PC-7651,Disconnect
{A2Y0-R7DZ67HY-1698ZTGD},05/19/2010 11:15:32,JNJ0556,PC-0576,Disconnect
{K3Y2-B6TQ21KR-2908XGUH},05/19/2010 11:17:46,QJR0688,PC-4835,Connect
{Q8D9-D4KN81QV-6035EQVR},05/19/2010 11:20:33,LBH0942,PC-3640,Disconnect
{X0J8-D4QE04KZ-3569YKTG},05/19/2010 11:23:00,QJR0688,PC-4835,Disconnect
{Z4T1-W2XF21JI-9702SXIY},05/19/2010 11:25:36,BVC0790,PC-0008,Connect
{G0Q2-Y0NV57UV-0571XKAL},05/19/2010 11:25:37,MDH0580,PC-4579,Connect
{R2X7-N2RN52IG-2419RZNK},05/19/2010 11:28:01,LBH0942,PC-3640,Connect
{U7G1-E3UY68UA-4582HLLW},05/19/2010 11:35:45,MDH0580,PC-4579,Disconnect
{A4I9-G0QM22ZL-4508QSLC},05/19/2010 11:35:46,JNJ0556,PC-0576,Connect
{L9Y7-M9JR06BV-6408PZJX},05/19/2010 11:47:20,NWT0098,PC-4667,Disconnect
{Q1G0-P4KX46FO-5105IHJJ},05/19/2010 11:47:42,QRM0739,PC-7343,Connect
{T5U6-X3OH79KG-8551GZVG},05/19/2010 11:48:40,HCM0267,PC-7651,Connect
{J9C6-Z8QS32KD-8236EKMT},05/19/2010 11:52:37,JNJ0556,PC-0576,Disconnect
{K5I7-B1CD37MA-6438WHBP},05/19/2010 11:53:10,QRM0739,PC-7343,Disconnect
{W3A3-E4PU65VL-6526XQKN},05/19/2010 11:56:40,QRM0739,PC-7343,Connect
{R2R8-K6OZ88SS-2545HNXQ},05/19/2010 11:57:06,PSF0133,PC-4925,Disconnect
{O5B3-S1BL17SN-0975HZLV},05/19/2010 11:59:50,HCM0267,PC-7651,Disconnect
{J4W5-X9XK79MU-9695XDOL},05/19/2010 12:00:02,BJP0134,PC-0898,Connect
{M5A2-F7RA20BF-3314ILRM},05/19/2010 12:00:48,BJP0134,PC-0898,Disconnect
{X5K1-E2LB75TY-0675WOTT},05/19/2010 12:01:59,BJP0134,PC-0898,Connect
{N3U1-L3SP99WT-0199VZDQ},05/19/2010 12:03:51,BJP0134,PC-0898,Disconnect
{D7T7-J4SD41QL-7471DHJO},05/19/2010 12:05:28,EIS0041,PC-9255,Connect
{Q4E7-K1XV33LZ-8974QFVE},05/19/2010 12:05:39,QRM0739,PC-7343,Disconnect
{K8S5-B3LA21CP-1240XBKJ},05/19/2010 12:11:06,THR0873,PC-4804,Connect
{S2H5-X2UN37WZ-3906YKJN},05/19/2010 12:13:08,BJP0134,PC-0898,Connect
{D0L7-S0GA57FA-0982IYCF},05/19/2010 12:14:13,BJP0134,PC-0898,Disconnect
{E3T2-V5RO21SJ-5000VSQP},05/19/2010 12:18:08,BJP0134,PC-0898,Connect
{D2Y3-D4AT63AI-6875HUJR},05/19/2010 12:18:35,EIS0041,PC-9255,Disconnect
{H9N3-H5EY30CV-8937ODKB},05/19/2010 12:19:44,BJP0134,PC-0898,Disconnect
{N2M8-L1GQ15PW-9358FMXO},05/19/2010 12:19:54,BJP0134,PC-0898,Connect
{S0W2-Q7WH41UV-7529ZOAG},05/19/2010 12:20:57,HCL0651,PC-8314,Connect
{V7D1-D7FQ81JJ-5516MTCG},05/19/2010 12:21:16,LBH0942,PC-3640,Disconnect
{H5W0-W4IF63FP-2019RCDA},05/19/2010 12:22:21,BJP0134,PC-0898,Disconnect
{D4Q9-C9CM32WA-6219JYQZ},05/19/2010 12:22:50,BJP0134,PC-0898,Connect
{K7D2-Y2MJ48UR-8158LLCH},05/19/2010 12:23:51,ICH0294,PC-8526,Connect
{J8J0-K6DF92RU-5837NCUI},05/19/2010 12:25:22,ICH0294,PC-8526,Disconnect
{K9M9-J2YO53JJ-0533JDPI},05/19/2010 12:25:25,BJP0134,PC-0898,Disconnect
{Y9R0-F5MB40SM-4910AAGB},05/19/2010 12:28:22,JNJ0556,PC-0576,Connect
{W9O5-W2DM21KP-3681RAGH},05/19/2010 12:35:49,JNJ0556,PC-0576,Disconnect
{S3S9-X8RX36ZL-5622IIIA},05/19/2010 12:38:11,LBH0942,PC-3640,Connect
{L8R2-S4SE70DZ-7307QLUD},05/19/2010 12:40:02,HCL0651,PC-8314,Disconnect
{X3X0-Q1OR98AZ-4943TFHC},05/19/2010 12:41:11,THR0873,PC-4804,Disconnect
{A0X3-W5DA19AN-2082PXVQ},05/19/2010 12:41:24,LBH0942,PC-3640,Disconnect
{K8X4-P8DO34FU-8707EYTU},05/19/2010 12:50:18,RSC0089,PC-9929,Connect
{A4B3-S9RR47DI-3137TXHX},05/19/2010 12:57:10,BVC0790,PC-0008,Disconnect
{G8X7-D6RU73SX-0224ISEY},05/19/2010 12:57:31,FSC0601,PC-9066,Connect
{I8K7-U8WA77EX-7806ADTS},05/19/2010 13:01:30,HCM0267,PC-7651,Connect
{C5C1-E9TL55PO-4587HZIH},05/19/2010 13:02:49,FSC0601,PC-9066,Disconnect
{X8F4-Q0OG09UW-6484LMFA},05/19/2010 13:13:54,RSC0089,PC-9929,Disconnect
{S4H6-F1OU75ZG-6035YFMI},05/19/2010 13:15:34,LBH0942,PC-3640,Connect
{M4U1-T5IS22HW-6379KOPA},05/19/2010 13:18:55,THR0873,PC-4804,Connect
{B4B1-F1IV80EZ-4076KNZZ},05/19/2010 13:24:47,THR0873,PC-4804,Disconnect
{R9U8-P5NF13PU-0860NFRJ},05/19/2010 13:33:36,AHM0410,PC-3686,Connect
{Q1U3-Z1PI68VM-6822UGND},05/19/2010 13:39:03,LBH0942,PC-3640,Disconnect
{K3D0-N8LO46KW-1900DIMA},05/19/2010 13:39:36,DRR0162,PC-5168,Connect
{N9T2-H2KS58RJ-7890UGQX},05/19/2010 13:45:02,BJP0134,PC-0898,Connect
{S1K4-T9BZ75KW-6217LAAK},05/19/2010 13:45:11,BJP0134,PC-0898,Disconnect
{O6L9-O0JJ61QN-1053ODAK},05/19/2010 13:45:58,HCM0267,PC-7651,Disconnect
{S8F3-E1MV33TR-3159GQUF},05/19/2010 13:46:48,BJP0134,PC-0898,Connect
{J6K8-V0AT50TF-1138XHIF},05/19/2010 13:50:06,BJP0134,PC-0898,Disconnect
{B9P1-I1AO26WX-3016CXMP},05/19/2010 13:50:44,DRR0162,PC-5168,Disconnect
{P7H1-R9WX31FK-1267PTSV},05/19/2010 13:51:03,HCM0267,PC-7651,Connect
{D9B2-X2DL21ZI-8838ATFT},05/19/2010 13:54:20,JNJ0556,PC-0576,Connect
{K9Z5-O1OY65YZ-2785UDZU},05/19/2010 13:54:32,RSC0089,PC-9929,Connect
{B4D1-L1TL58LL-9150TEZQ},05/19/2010 13:58:12,BJP0134,PC-0898,Connect
{R5Y6-F7MZ37KG-1633TITU},05/19/2010 13:58:43,BJP0134,PC-0898,Disconnect
{Y0F5-G5BA02YY-0280XFYB},05/19/2010 14:02:11,MBJ0312,PC-5250,Connect
{Q1M9-S3GN37DL-3504AAFA},05/19/2010 14:13:15,JNJ0556,PC-0576,Disconnect
{W7V8-V4KE48TW-6689EWBY},05/19/2010 14:19:59,OCS0865,PC-8309,Connect
{R3I7-S0PB09BI-4751YJEM},05/19/2010 14:21:35,KCS0173,PC-5117,Connect
{W6E4-M0OS78PW-5853OMKT},05/19/2010 14:24:58,MDH0580,PC-4579,Connect
{W9R0-W4OW86QK-7597GRSZ},05/19/2010 14:27:54,RSC0089,PC-9929,Disconnect
{I1Q4-A1XO39IF-6774SCRZ},05/19/2010 14:29:34,JMD0520,PC-1243,Connect
{K3P0-E9FR41CZ-6375QQLH},05/19/2010 14:31:16,MDH0580,PC-4579,Disconnect
{Y5B4-P6CM61BA-2852BYVP},05/19/2010 14:33:52,MBJ0312,PC-5250,Disconnect
{G3S8-V4GQ00PW-6397AMKL},05/19/2010 14:35:45,JMD0520,PC-1243,Disconnect
{D7D2-T4MM48WX-5731VKHV},05/19/2010 14:38:23,QRM0739,PC-7343,Connect
{U4M4-W2OT74PP-6535TJJM},05/19/2010 14:38:58,RAW0915,PC-2113,Connect
{O0E1-K4WK22IG-7164ZAOE},05/19/2010 14:42:24,PSF0133,PC-4925,Connect
{M2Q5-P4GE16RS-0409ZKWU},05/19/2010 14:44:23,KCS0173,PC-5117,Disconnect
{X1T1-B1MB27QP-5813LSIR},05/19/2010 14:52:30,RAW0915,PC-2113,Disconnect
{N7L8-K3NC17DA-4741CTII},05/19/2010 14:53:30,LBH0942,PC-3640,Connect
{B5T4-A7KO93PX-8681AGZM},05/19/2010 14:53:41,LBH0942,PC-3640,Disconnect
{A8D5-T3CV24OT-0191SYXX},05/19/2010 14:53:59,HCM0267,PC-7651,Disconnect
{L4Z8-J6PB55HL-9355FBDF},05/19/2010 14:55:46,QRM0739,PC-7343,Disconnect
{K6V4-P8MN50AT-8333LGUK},05/19/2010 14:57:39,FSC0601,PC-9066,Connect
{H0P1-U2GD93TS-8071AMWY},05/19/2010 14:59:36,PSF0133,PC-4925,Disconnect
{H8Y0-U5BO06XO-3738UQNK},05/19/2010 15:05:11,QRM0739,PC-7343,Connect
{K2T0-Y1PT43KW-5277YDGJ},05/19/2010 15:07:13,QRM0739,PC-7343,Disconnect
{O5C3-V3CL75JS-0708LEYT},05/19/2010 15:09:42,RSC0089,PC-9929,Connect
{M3N0-H4VN06OX-8241TIUN},05/19/2010 15:12:00,MBJ0312,PC-5250,Connect
{V3J3-V4KX33UA-2612AWHS},05/19/2010 15:13:00,MTB0620,PC-9348,Connect
{P6V8-R0XP69VS-5152FTDQ},05/19/2010 15:18:30,HCM0267,PC-7651,Connect
{F7A6-B4GK74ME-2624ONVW},05/19/2010 15:20:38,HCM0267,PC-7651,Disconnect
{Q8U2-L0AH30FZ-6590EQSU},05/19/2010 15:21:53,LBH0942,PC-3640,Connect
{W6P7-U6IU35EA-9470YWIS},05/19/2010 15:22:55,MTB0620,PC-9348,Disconnect
{C7Q8-E7EY90QC-7541HIPD},05/19/2010 15:29:39,CQW0652,PC-3449,Connect
{G6M3-E9FM90LS-9295FTGN},05/19/2010 15:32:17,OCS0865,PC-8309,Disconnect
{W7O3-K8WA66KC-7122VKUJ},05/19/2010 15:37:12,FSC0601,PC-9066,Disconnect
{V7W1-H1DD86HK-7514NYGJ},05/19/2010 15:41:16,LBH0942,PC-3640,Disconnect
{I9Q0-M7DC84IZ-5593RRWF},05/19/2010 15:43:03,OCS0865,PC-8309,Connect
{W6H0-S2JW64GN-4940EORH},05/19/2010 15:45:13,PNL0301,PC-5611,Connect
{T9I2-W7VV21FZ-7625EQSJ},05/19/2010 15:49:34,HCL0651,PC-8314,Connect
{I1B8-R8BG76XM-9330PXFL},05/19/2010 15:57:15,AIP0982,PC-3733,Connect
{N3F3-E9UY66AO-7014EEFV},05/19/2010 15:57:47,THR0873,PC-4804,Connect
{Z3O0-N2MZ98OS-7617LITP},05/19/2010 15:57:58,JNJ0556,PC-0576,Connect
{X9B6-V2ZK47HH-9195XBQM},05/19/2010 16:00:19,GNS0178,PC-6846,Connect
{K6K0-B2WU57MT-0186MWIL},05/19/2010 16:01:01,RSC0089,PC-9929,Disconnect
{E3R7-U5QF42RV-1602WPBU},05/19/2010 16:01:40,HCL0651,PC-8314,Disconnect
{E5E7-Y1YS78AI-7462LXXK},05/19/2010 16:02:39,RSC0089,PC-9929,Connect
{W3N6-D3FR24BV-5154LVEX},05/19/2010 16:03:08,MTB0620,PC-9348,Connect
{W1N8-N6TW87IQ-9843CUQQ},05/19/2010 16:06:46,BVC0790,PC-0008,Connect
{Q8T7-J0KU63GY-7151QPON},05/19/2010 16:07:36,CQW0652,PC-3449,Disconnect
{E1K8-B1CH55JJ-0460EYFB},05/19/2010 16:11:13,FSC0601,PC-9066,Connect
{O1Z8-D7OW15ZQ-2250JIDO},05/19/2010 16:12:13,AIP0982,PC-3733,Disconnect
{U2Q2-W0DG30ET-2720BNEF},05/19/2010 16:12:35,THR0873,PC-4804,Disconnect
{H2M6-V5JT26VJ-1520ODWR},05/19/2010 16:17:27,JNJ0556,PC-0576,Disconnect
{L0O4-C3NX88EI-9022CRQB},05/19/2010 16:18:14,PAD0773,PC-3959,Connect
{L6A2-W7VY89OK-4453VVWA},05/19/2010 16:18:46,RSC0089,PC-9929,Disconnect
{A7K3-I3HR98HZ-7660QGNP},05/19/2010 16:19:16,PAD0773,PC-3959,Disconnect
{Y9O9-M9XC49JW-8766PFWI},05/19/2010 16:21:40,CWR0502,PC-3737,Connect
{H8R4-R2TB16EB-3064ZARP},05/19/2010 16:33:00,BVC0790,PC-0008,Disconnect
{W5N8-E2SW96RP-7514EFJG},05/19/2010 16:34:05,IUB0565,PC-5775,Connect
{G0N4-S0DH93AU-2854GQOJ},05/19/2010 16:39:29,JNJ0556,PC-0576,Connect
{J1Y4-W8XF88CR-4805ZMIN},05/19/2010 16:40:03,FSC0601,PC-9066,Disconnect
{W9T0-N3XY10UN-7881WJFH},05/19/2010 16:43:39,MTB0620,PC-9348,Disconnect
{P4L2-P5KD53ZE-2275VFZJ},05/19/2010 16:45:43,JNJ0556,PC-0576,Disconnect
{J4I3-A9HK52YK-8917PFFR},05/19/2010 16:45:48,QRM0739,PC-7343,Connect
{Z9H3-S9KC45WO-5608DKLC},05/19/2010 16:46:17,AHM0410,PC-3686,Disconnect
{T2Y2-L5MR33RR-7934CRSD},05/19/2010 16:50:02,XWD0923,PC-1637,Connect
{L0Q0-A1PD20YG-2191VKFL},05/19/2010 16:55:06,XWD0923,PC-1637,Disconnect
{L1L6-A7UD55RH-8083FICY},05/19/2010 16:57:17,THR0873,PC-4804,Connect
{O6K9-P8TF90UX-2757SADF},05/19/2010 16:58:13,IUB0565,PC-5775,Disconnect
{V9B6-V4VE02TL-4443GCVE},05/19/2010 17:03:00,QRM0739,PC-7343,Disconnect
{O4A1-W9FZ94IF-9258GJFR},05/19/2010 17:04:34,CWR0502,PC-3737,Disconnect
{Y3R2-D6PT84NR-3571RGTZ},05/19/2010 17:05:14,THR0873,PC-4804,Disconnect
{A5F8-M3EQ01JA-8654XVDD},05/19/2010 17:17:34,OCS0865,PC-8309,Disconnect
{F9U7-V5JB09AB-8036OASC},05/19/2010 17:20:11,EIS0041,PC-2393,Connect
{E9P3-I8OV14HA-1759WFXA},05/19/2010 17:20:35,EIS0041,PC-2393,Disconnect
{A8N9-H8WT98IR-4658QOAD},05/19/2010 17:29:40,GNS0178,PC-6846,Disconnect
{E3M9-P7HB57NB-1600ZTYN},05/19/2010 17:37:47,AOK0844,PC-4659,Connect
{D2Q3-B1OT03WC-9673VWJB},05/19/2010 17:40:54,AOK0844,PC-4659,Disconnect
{G0B8-A9WZ55NS-1659SJCH},05/19/2010 17:57:45,IKR0401,PC-6741,Connect
{P3U6-S0XX80TO-4439SJGU},05/19/2010 17:58:00,PNL0301,PC-5611,Disconnect
{S2H4-X7RB69QJ-3366VSJN},05/19/2010 18:00:49,IKR0401,PC-6741,Disconnect
{S5Q0-I1XM06LG-1505QJXJ},05/19/2010 18:07:25,QJR0688,PC-4835,Connect
{R1J3-R0OZ71IH-0801NZPP},05/19/2010 18:21:14,QJR0688,PC-4835,Disconnect
{G3U7-M6QE62NB-8291MFMI},05/19/2010 19:04:39,AOK0844,PC-4659,Connect
{M2D4-T4SC63UE-1778KUYU},05/19/2010 19:19:42,AOK0844,PC-4659,Disconnect
{V7H6-G6JB86RQ-6441VIFH},05/19/2010 21:20:15,MOS0047,PC-7019,Connect
{R1R4-X2TT46OI-5887MFIP},05/19/2010 21:20:56,MOS0047,PC-7019,Disconnect
{S0N8-A7DA72TT-4701IFIQ},05/19/2010 22:34:56,EIS0041,PC-2335,Connect
{O1T0-M5GC25ID-3570AHGT},05/19/2010 22:39:50,EIS0041,PC-2335,Disconnect
{W5M2-O8GU21PK-3773ISKT},05/19/2010 23:20:08,MOS0047,PC-9919,Connect
{G6D5-F0UH90EN-2447CGVE},05/19/2010 23:21:13,MOS0047,PC-9919,Disconnect
{Q4E2-O5FS27HV-5357VUIH},05/20/2010 07:24:21,LBH0942,PC-3640,Connect
{I6Y2-T6AT88KB-4341KHTK},05/20/2010 07:41:28,LBH0942,PC-3640,Disconnect
{N1N2-T2CO23GV-4051IERB},05/20/2010 07:51:05,GNS0178,PC-6846,Connect
{W3A9-I4QC75NM-3275PYQS},05/20/2010 07:52:01,THR0873,PC-4804,Connect
{J8J2-Z9PV45ZS-2373NYSY},05/20/2010 07:57:19,THR0873,PC-4804,Disconnect
{N8M5-I7PN07MK-7640LHWR},05/20/2010 07:58:28,LBH0942,PC-3640,Connect
{V9P9-R1PP02UE-2055USDI},05/20/2010 08:01:44,OCS0865,PC-8309,Connect
{P4G6-H6XC99BR-3997KSOL},05/20/2010 08:02:02,RSC0089,PC-9929,Connect
{A0K9-L1LN71UC-1628DDJS},05/20/2010 08:02:44,RSC0089,PC-9929,Disconnect
{X1G9-D1FT15LE-0808QVYC},05/20/2010 08:03:02,AIP0982,PC-3733,Connect
{Y4G4-Z6CJ27GS-4505KRJR},05/20/2010 08:05:30,RSC0089,PC-9929,Connect
{O5N7-N5JM97UY-4143OSZX},05/20/2010 08:05:38,RSC0089,PC-9929,Disconnect
{B2C5-G7GP52IM-7005JEGL},05/20/2010 08:06:26,GNS0178,PC-6846,Disconnect
{B1O3-K8XN45SU-2061ZNDR},05/20/2010 08:07:40,LBH0942,PC-3640,Disconnect
{Q1S9-E6NU67AM-6656FXVI},05/20/2010 08:08:12,THR0873,PC-4804,Connect
{H1X7-H6SG66PZ-9842OJUB},05/20/2010 08:16:17,MBJ0312,PC-5250,Connect
{H4L2-R7GN51DT-5792TRFA},05/20/2010 08:17:50,RSC0089,PC-9929,Connect
{C6T9-B9KP60GO-0688LANI},05/20/2010 08:18:30,THR0873,PC-4804,Disconnect
{Y0K2-K6AW56TT-1730RTAH},05/20/2010 08:18:50,NWT0098,PC-4667,Connect
{Y2W6-X1DM78FX-7101HSEE},05/20/2010 08:20:27,MOS0047,PC-5820,Connect
{T7V6-P0FZ41BA-6438ZBQJ},05/20/2010 08:21:10,NWT0098,PC-4667,Disconnect
{N5P4-J4ST30AU-3132WUQT},05/20/2010 08:22:17,THR0873,PC-4804,Connect
{M1G4-P1FS93LV-6006OMYJ},05/20/2010 08:22:59,OCS0865,PC-8309,Disconnect
{C5G0-K5WR92NC-0201XBEK},05/20/2010 08:24:18,MBJ0312,PC-5250,Disconnect
{E9R3-D2JM50PP-9456LOJC},05/20/2010 08:26:47,THR0873,PC-4804,Disconnect
{I9S8-H9TZ54YW-9755PCIK},05/20/2010 08:27:38,THR0873,PC-4804,Connect
{T3Y4-C8NV40GE-9853DOUD},05/20/2010 08:27:47,THR0873,PC-4804,Disconnect
{W6F2-E2TP20YD-9141VGEE},05/20/2010 08:34:04,THR0873,PC-4804,Connect
{R8J9-W4OA05ZB-5110OHRJ},05/20/2010 08:34:12,LBH0942,PC-3640,Connect
{Q8H3-F2ZQ57LN-0194ONXM},05/20/2010 08:35:51,QRM0739,PC-7343,Connect
{O3S4-D6CL29CN-7464YWLY},05/20/2010 08:37:05,QRM0739,PC-7343,Disconnect
{M4T4-B9QT69IA-4539RLLQ},05/20/2010 08:38:36,HCM0267,PC-7651,Connect
{C2J4-F0UT06TO-6304XKHW},05/20/2010 08:40:25,HCM0267,PC-7651,Disconnect
{L5J4-L7IQ53BH-6244XFIC},05/20/2010 08:40:58,RSC0089,PC-9929,Disconnect
{U9F0-M2FI92LS-6878HWGJ},05/20/2010 08:44:44,RSC0089,PC-9929,Connect
{F1F0-Y0WG77FI-3689GKIH},05/20/2010 08:46:19,LBH0942,PC-3640,Disconnect
{W2B7-T1ZR94LH-2778ERZT},05/20/2010 08:47:58,THR0873,PC-4804,Disconnect
