id,date,user,pc,activity
{O6M7-U3NP29NM-8490LRRZ},05/24/2010 07:36:00,AIP0982,PC-3733,Logon
{V2F7-Z8HK32NW-1242GKZQ},05/24/2010 07:36:00,RSC0089,PC-9929,Logon
{N9B4-P7YB87ZJ-9486FMNZ},05/24/2010 07:37:00,BBG0325,PC-6609,Logon
{F8E7-W3TG41RE-3736QIYK},05/24/2010 07:37:00,CQH0701,PC-8164,Logon
{F4S7-R3FW46WI-8813PBTZ},05/24/2010 07:38:00,MIL0255,PC-1107,Logon
{D6A6-W0NF52OI-8225RQJF},05/24/2010 07:40:00,PES0085,PC-3605,Logon
{G8O2-V8JZ44JK-3652KBMJ},05/24/2010 07:41:00,AKW0167,PC-7109,Logon
{M4Z7-U1BO63TB-2607AOGY},05/24/2010 07:41:00,ARL0034,PC-9080,Logon
{N6F0-H3FX29HQ-3931RXGP},05/24/2010 07:41:00,HDD0789,PC-4518,Logon
{P4D1-B6TK16PB-8101QIBB},05/24/2010 07:42:00,MBJ0312,PC-5250,Logon
{F3U0-T3SU08WN-7018UUGB},05/24/2010 07:42:00,PLH0862,PC-9669,Logon
{H9I0-M8IB34YR-2989JIYN},05/24/2010 07:43:00,OCS0865,PC-8309,Logon
{W5Y9-H0PU50ZD-0623DVCB},05/24/2010 07:43:00,SDO0170,PC-0183,Logon
{Q7K5-X2OW62EQ-0720RZMY},05/24/2010 07:44:00,WBC0315,PC-0215,Logon
{S3Q4-X5KX57RS-8165VMHU},05/24/2010 07:45:00,ABH0663,PC-4556,Logon
{R3J0-S4EX17CA-9286UNSM},05/24/2010 07:45:00,CCM0855,PC-5382,Logon
{L7H4-J7NK24JQ-1165TCRB},05/24/2010 07:45:00,DIC0988,PC-5454,Logon
{I7L9-S9KM63UT-2156UUZQ},05/24/2010 07:45:00,HIW0536,PC-5425,Logon
{D1C4-N0WQ73JH-9524KKTU},05/24/2010 07:45:00,MIC0726,PC-9791,Logon
{W5H4-X4MD77FN-2335FION},05/24/2010 07:45:00,NBH0256,PC-5852,Logon
{X4I2-B6FE91FY-7676XGGJ},05/24/2010 07:46:00,QRM0739,PC-7343,Logon
{Y1X4-K1LD73UL-6640XHVK},05/24/2010 07:46:00,UFK0208,PC-3343,Logon
{V6L0-A2GD56LA-7149TCDR},05/24/2010 07:46:00,ZSK0258,PC-0461,Logon
{D7W0-K9OD63RF-6769LSEF},05/24/2010 07:47:00,OJK0233,PC-0603,Logon
{F8G7-S4CD55OT-2870IORN},05/24/2010 07:48:00,ASS0206,PC-5276,Logon
{W6X5-F0LD38VO-5041KSML},05/24/2010 07:48:00,JAD0609,PC-7879,Logon
{Y5O5-X9FG85YP-2454JQZB},05/24/2010 07:48:00,OKB0439,PC-3465,Logon
{Q2V8-E1ED68QA-9940IUGA},05/24/2010 07:48:00,PGO0433,PC-7770,Logon
{P8R8-M5ZD81KA-9650CLVR},05/24/2010 07:48:00,RJB0088,PC-3424,Logon
{A7X4-P8UF31CX-2539DXKK},05/24/2010 07:48:00,RVC0232,PC-4469,Logon
{S5P3-Q1PQ13QF-2255QQDS},05/24/2010 07:48:00,THD0448,PC-9979,Logon
{G0V7-C5TJ40LJ-1516TWKL},05/24/2010 07:48:00,WVB0539,PC-7243,Logon
{M4W4-R3ZZ40OZ-1602LYXI},05/24/2010 07:49:00,CCC0393,PC-8610,Logon
{Y5T1-V5EZ69VQ-3205JEVL},05/24/2010 07:49:00,JKJ0698,PC-1917,Logon
{V9Q0-L7LW97EQ-8588FAHZ},05/24/2010 07:49:00,LDG0459,PC-5621,Logon
{A7V4-D9IP02DG-8599VLCF},05/24/2010 07:50:00,AAL0706,PC-5282,Logon
{N6V2-Y6YS42RM-7300RMUL},05/24/2010 07:50:00,CRP0456,PC-4328,Logon
{D8L6-X7SC28ZB-9546MGYD},05/24/2010 07:50:00,DSB0731,PC-9254,Logon
{B9C7-J5BA88QL-9299JZQI},05/24/2010 07:50:00,IKR0401,PC-6741,Logon
{Y7E2-I6PQ46BB-3284WWCM},05/24/2010 07:51:00,DGF0443,PC-1514,Logon
{E8X9-S2HW89VK-9937GYDU},05/24/2010 07:51:00,KES0729,PC-0795,Logon
{A0E2-Y2CM59LH-9702ANUF},05/24/2010 07:51:00,KNG0672,PC-4405,Logon
{G1M1-X4BC49SX-9386NBCV},05/24/2010 07:51:00,ZFM0468,PC-6478,Logon
{X8L6-O2PM25UO-2537OKES},05/24/2010 07:53:00,GRM0868,PC-8443,Logon
{Y4Y2-A5TQ77XE-0636AVEW},05/24/2010 07:53:00,MIM0712,PC-1526,Logon
{Y1Y3-U1MH38HU-2170BEKX},05/24/2010 07:54:00,FSC0601,PC-9066,Logon
{X8I9-B6KM39GP-3428BHNH},05/24/2010 07:54:00,KCS0173,PC-5117,Logon
{Q4T9-Y8IE00WY-9124GVDC},05/24/2010 07:55:00,AHM0410,PC-3686,Logon
{P6O7-U1VN85UQ-0584WOAE},05/24/2010 07:55:00,CSH0626,PC-6016,Logon
{Z5E0-P4BX41DU-5999PYEX},05/24/2010 07:55:00,GJT0386,PC-5368,Logon
{X1Z0-Q5HO84JT-8035HYGX},05/24/2010 07:55:00,SSG0250,PC-6809,Logon
{U4I9-I7GR08JO-8347XVTB},05/24/2010 07:55:00,YCE0983,PC-3764,Logon
{T6L5-N7ES18OT-3354XCML},05/24/2010 07:56:00,CCM0467,PC-9850,Logon
{T8R0-J1NT52WE-1884IHOE},05/24/2010 07:57:00,GCC0744,PC-3935,Logon
{O6W3-O8CH26TW-2607VVKU},05/24/2010 07:57:00,MLD0755,PC-6233,Logon
{H5K6-A1DL24JQ-1557UWBA},05/24/2010 07:59:00,CKD0680,PC-6282,Logon
{C3E6-X3YJ86TH-5234IEQS},05/24/2010 07:59:00,MTB0620,PC-9348,Logon
{I5K2-H9ZR01JT-9489VDZV},05/24/2010 07:59:00,ONW0083,PC-1980,Logon
{Y8Q1-Q0RS73WU-4714EODD},05/24/2010 08:00:00,EBC0390,PC-8830,Logon
{I9I8-Z1LV11IM-0747ZGUZ},05/24/2010 08:00:00,MHG0244,PC-9988,Logon
{N0W3-D4VX74SH-4968SKAA},05/24/2010 08:01:00,BXJ0010,PC-2231,Logon
{X8X9-K1OG79AL-8287QNEO},05/24/2010 08:02:00,DGN0480,PC-9489,Logon
{B2J4-N0YJ33MU-8238LHOC},05/24/2010 08:02:00,HVF0067,PC-9939,Logon
{W1M2-J5JL81JG-0039NPHW},05/24/2010 08:02:00,NCO0666,PC-6519,Logon
{T9O3-E4BK92WR-5978OHTW},05/24/2010 08:02:00,RAM0447,PC-2697,Logon
{H8M1-Z9RI06WT-3758YWFQ},05/24/2010 08:03:00,BEC0505,PC-3375,Logon
{F6Q1-O9GU12FZ-4691XKPQ},05/24/2010 08:04:00,AIH0675,PC-6009,Logon
{P3Q3-G1FJ63MB-0002BZUD},05/24/2010 08:04:00,JPW0741,PC-5762,Logon
{I4M3-P9SV69TC-6240IWXA},05/24/2010 08:04:00,TET0621,PC-5252,Logon
{E9Y9-U7VD01GD-6336PWBU},05/24/2010 08:06:00,DMM0623,PC-5383,Logon
{F6E4-G0MO25AU-9211LPJB},05/24/2010 08:06:00,IMB0481,PC-8761,Logon
{H8I1-A6KX18DY-7062PVPL},05/24/2010 08:08:00,KPR0497,PC-2511,Logon
{J4C2-J0UN51MT-8371ZYTR},05/24/2010 08:08:00,NBC0412,PC-7207,Logon
{Q7F7-O1UE05DB-0567ZCQW},05/24/2010 08:12:00,NAH0503,PC-8267,Logon
{O4D4-L5CT23CW-5137YPJJ},05/24/2010 08:13:00,LLV0602,PC-5562,Logon
{Z2Q2-T6TB13ZS-8895JGUR},05/24/2010 08:13:00,SAT0194,PC-8148,Logon
{M8M0-P3LL03WZ-1373UARA},05/24/2010 08:15:00,CWR0502,PC-3737,Logon
{Y2D4-R5FE52VY-4353AQAZ},05/24/2010 08:15:00,YIC0195,PC-9353,Logon
{Q3Z4-W1YQ03BQ-8916AQOO},05/24/2010 08:16:00,NAB0801,PC-6288,Logon
{E3Q3-T2OL75CF-2043UKEX},05/24/2010 08:17:00,AJC0840,PC-9184,Logon
{R6D7-O3OF45PU-4133HGAC},05/24/2010 08:17:00,LQC0479,PC-6380,Logon
{O7I3-E0TG17YT-1897LRRG},05/24/2010 08:18:00,HKF0831,PC-6215,Logon
{Q2E5-Z7SK97IK-5166IHBX},05/24/2010 08:18:00,LPC0492,PC-6156,Logon
{W4J1-J9ZG09ZT-6839CYSI},05/24/2010 08:18:00,WDD0366,PC-0155,Logon
{M2P5-P1RI04UI-5677HQIH},05/24/2010 08:21:00,ALC0788,PC-1887,Logon
{B3I6-T0ML67KP-1643JVVL},05/24/2010 08:21:00,FIR0920,PC-5046,Logon
{C2Y4-X6BN25SA-8927PKNW},05/24/2010 08:21:00,OCB0805,PC-1841,Logon
{B2Z6-Y9IP97ON-9520ZVLW},05/24/2010 08:21:00,TSM0927,PC-7733,Logon
{N7M1-R5PZ19AO-5691JWBN},05/24/2010 08:21:00,WJD0576,PC-1532,Logon
{C5S1-I3WT16QO-9080OQMO},05/24/2010 08:21:00,ZCF0590,PC-4486,Logon
{E9N3-X4CK92YL-0121DLKG},05/24/2010 08:22:00,CBG0490,PC-3005,Logon
{F3W2-A0NO45KT-5942BOUJ},05/24/2010 08:23:00,BBH0810,PC-3014,Logon
{U4J6-F2AK58IO-4886XHCE},05/24/2010 08:25:00,PAD0773,PC-3959,Logon
{B6V4-F6OJ34PG-9452MTAR},05/24/2010 08:25:00,SOF0808,PC-6266,Logon
{R6Z4-T6IG18HN-1705URXJ},05/24/2010 08:26:00,BJH0811,PC-0969,Logon
{A5Z4-N6UJ22LG-3429FGYG},05/24/2010 08:27:00,LDM0587,PC-5012,Logon
{V2K9-A3HC88CP-3812HWRJ},05/24/2010 08:29:00,TYB0779,PC-5258,Logon
{I5B1-B6NX72OR-1046RQOO},05/24/2010 08:29:00,XWD0923,PC-1637,Logon
{X6J5-H1KD98HI-7300AEKX},05/24/2010 08:30:00,RAW0915,PC-2113,Logon
{K3P2-R7XE63WG-0331XAYT},05/24/2010 08:31:00,NKH0807,PC-3000,Logon
{N5I5-Q6HI62OK-9959XJXV},05/24/2010 08:31:00,VMJ0147,PC-3873,Logon
{N8E1-H7MB76MH-6111ITVM},05/24/2010 08:32:00,LHN0151,PC-6305,Logon
{S2T3-J3YW20OF-2060CKYY},05/24/2010 08:32:00,MDH0580,PC-4579,Logon
{B4I8-A5GQ31PP-8431HFPA},05/24/2010 08:32:00,QSV0778,PC-5952,Logon
{T7P2-Q7WX95VV-4591FXIP},05/24/2010 08:33:00,WDV0573,PC-4983,Logon
{H5T7-J2WT73OI-4728IZAG},05/24/2010 08:34:00,EHD0584,PC-8669,Logon
{W0O6-M8PI18BO-1704TSWV},05/24/2010 08:35:00,AOK0844,PC-4659,Logon
{X7L2-M0EP48NT-7608FFTZ},05/24/2010 08:35:00,NMG0766,PC-6258,Logon
{L0A2-A7QR06BG-6235OMTU},05/24/2010 08:36:00,CFM0767,PC-4259,Logon
{V6T6-N3LX00BX-7836YFNH},05/24/2010 08:36:00,SOB0586,PC-6477,Logon
{A2T9-W8AV99PR-7079FYCV},05/24/2010 08:36:00,TCD0009,PC-6263,Logon
{M6M3-W5LY54WZ-6024HLTT},05/24/2010 08:45:00,DOP0562,PC-2896,Logon
{P2T6-Y8YV37OL-1312TIGX},05/24/2010 08:47:00,PNL0301,PC-5611,Logon
{J4G6-H3MD04SV-2445DFVG},05/24/2010 08:49:00,ICH0294,PC-8526,Logon
{N2V7-B0FV63ZR-3551AAHY},05/24/2010 08:52:00,ASS0517,PC-2271,Logon
{B5S6-L8YO82VD-7030LAMS},05/24/2010 08:52:00,CLS0296,PC-7973,Logon
{A9V1-Y0SB27SI-7026AFJJ},05/24/2010 08:53:00,APG0307,PC-6381,Logon
{W5Z1-S3VB70KC-4903VNLT},05/24/2010 08:53:00,QJR0688,PC-4835,Logon
{P1B8-U0GS14VU-8943IGVT},05/24/2010 08:54:00,SCB0534,PC-5764,Logon
{L3F2-Z3DE51ZI-3438OMQN},05/24/2010 08:55:00,JNJ0556,PC-0576,Logon
{E3F8-R7NO74IQ-0735EVYR},05/24/2010 08:56:00,RRP0568,PC-3735,Logon
{X7V1-R9VD83ZL-9912HPXU},05/24/2010 08:57:00,JMD0520,PC-1243,Logon
{B9F1-T1IV13GY-6539GXKM},05/24/2010 08:58:00,CAS0507,PC-8739,Logon
{A3M1-T6TI62FA-6893ODMU},05/24/2010 08:59:00,PSF0133,PC-4925,Logon
{D1H4-N9WI49AY-0047WAHQ},05/24/2010 09:00:00,ARB0881,PC-0839,Logon
{W8A3-X2ED80NX-0124UDEH},05/24/2010 09:00:00,BAJ0654,PC-9268,Logon
{C6A1-Q2OA78OS-1000PSHB},05/24/2010 09:00:00,BJP0134,PC-0898,Logon
{M9A4-B8UV78CE-4719LKIC},05/24/2010 09:00:00,CCH0685,PC-7039,Logon
{A5Z4-S6QJ20QZ-7397BTKW},05/24/2010 09:01:00,EZT0640,PC-1069,Logon
{K6J6-Q1EU11FN-2328CYCZ},05/24/2010 09:01:00,IAR0694,PC-2804,Logon
{O4R8-Q7CY82NW-8178HVNK},05/24/2010 09:03:00,MDH0686,PC-9901,Logon
{O0S7-K5KQ91UR-6324RIHI},05/24/2010 09:03:00,TLH0648,PC-1005,Logon
{J9M7-C6OW90DB-3455UCLP},05/24/2010 09:04:00,CQW0652,PC-3449,Logon
{J9R1-M4FS76BH-6625PKYJ},05/24/2010 09:04:00,IUB0565,PC-5775,Logon
{G2V0-J9CQ15TK-3464HXTK},05/24/2010 09:05:00,MJM0510,PC-6612,Logon
{R8A5-Q6YF65KR-0670JOEK},05/24/2010 09:05:00,SMH0291,PC-3571,Logon
{W1U8-J6JP41RE-5403LSGK},05/24/2010 09:06:00,HCL0113,PC-6779,Logon
{O3N9-W6GW77BG-5749LCFR},05/24/2010 09:06:00,KJG0910,PC-7082,Logon
{S6H5-Y4GG06AA-3595ECSL},05/24/2010 09:06:00,PIS0522,PC-5648,Logon
{Y8B9-D7FX15VC-4064WHZQ},05/24/2010 09:09:00,BAM0636,PC-8138,Logon
{G3P5-W3HQ65IM-7991DNUC},05/24/2010 09:11:00,GQF0659,PC-1307,Logon
{Y9A9-X3CC81YK-7296UWTB},05/24/2010 09:11:00,HCL0651,PC-8314,Logon
{Q7F3-L7BP13GY-8841VKUY},05/24/2010 09:11:00,XHG0902,PC-2813,Logon
{W8J9-G2PI45EV-9698YQAK},05/24/2010 09:14:00,WKD0013,PC-1837,Logon
{V7O9-F2QW11XH-9487DLCR},05/24/2010 09:15:00,HAC0282,PC-2674,Logon
{T7T9-P5VH43GV-9767IELW},05/24/2010 09:16:00,BLB0114,PC-5391,Logon
{D5L2-C7WE38KX-2605KLYQ},05/24/2010 09:18:00,SSR0278,PC-5083,Logon
{U8Y2-N8TY11LF-4373DNFD},05/24/2010 09:19:00,BVC0790,PC-0008,Logon
{L7T4-S9EY90EI-1115AIGF},05/24/2010 09:19:00,IUY0279,PC-9140,Logon
{R3O8-X2SM12BI-3245ZXNE},05/24/2010 09:20:00,BCM0653,PC-5717,Logon
{P6Q2-R0OB17SO-6976ECXL},05/24/2010 09:20:00,HTF0641,PC-7965,Logon
{U2P2-X3XX03JF-4635JBFY},05/24/2010 09:25:00,LUR0896,PC-9067,Logon
{L0C9-J8TO91QK-8717ZPBM},05/24/2010 09:56:50,WDD0366,PC-3620,Logon
{Y8J1-A3LM29FI-2815HNWT},05/24/2010 09:57:56,WDD0366,PC-3620,Logoff
{J1Q6-T5LQ97RZ-0484JSKG},05/24/2010 10:20:22,UFK0208,PC-3343,Logon
{N8L2-J2JK15NI-2305JAVT},05/24/2010 10:32:24,BTW0005,PC-4124,Logon
{S6C1-M7AP78CL-6801VXMH},05/24/2010 10:36:22,BJP0134,PC-0898,Logon
{I2O5-B3CB88PC-7690YPDB},05/24/2010 10:40:08,BTW0005,PC-4124,Logoff
{V0S8-C1QI54IA-5294QUJT},05/24/2010 10:40:26,MLD0755,PC-6233,Logon
{A2F7-Y5LT74XM-3898FDHA},05/24/2010 10:44:58,GNS0178,PC-6846,Logon
{Z4W8-U4VA60XN-6944BJHX},05/24/2010 10:45:00,CWR0502,PC-3737,Logon
{R9H6-K1RA46CY-1347GZXJ},05/24/2010 10:53:43,RSC0089,PC-4124,Logon
{D1K6-M2VT94DI-3701GMNN},05/24/2010 11:03:58,WRM0963,PC-5082,Logon
{G3A3-E0SI40IG-9520FEZP},05/24/2010 11:29:53,MTB0620,PC-9348,Logon
{P5K1-G5ZT64QD-9582GMNQ},05/24/2010 11:33:02,RSC0089,PC-4124,Logoff
{A3K6-X9SI28OA-7699LDAI},05/24/2010 11:34:51,LBH0942,PC-3640,Logon
{R1L4-A9BQ05EO-0100FROM},05/24/2010 11:40:29,SDO0170,PC-0183,Logon
{P9F7-O4PD58JJ-0652JYLU},05/24/2010 11:43:48,WBC0192,PC-6349,Logon
{R8S4-A8WW08EY-7671GAPN},05/24/2010 11:47:46,QJR0688,PC-4124,Logon
{X5T5-E4RU91CT-8235MWRE},05/24/2010 11:48:31,CTR0341,PC-6184,Logon
{O0I1-M9UN26JC-7328EFVO},05/24/2010 11:50:19,AOK0844,PC-4659,Logon
{S7N4-A8SA52WZ-3617KXLV},05/24/2010 11:50:35,QJR0688,PC-4124,Logoff
{Q3T6-W0TQ43GO-2623QRJA},05/24/2010 11:52:36,SMH0291,PC-3571,Logon
{S7T8-L3ND31ZP-4411URAX},05/24/2010 11:53:43,AHM0410,PC-4124,Logon
{V3E6-X7MC63GY-1790RIDQ},05/24/2010 11:54:05,KCS0173,PC-5117,Logon
{P4A9-A9WK44QG-6894OQFX},05/24/2010 11:58:35,AHM0410,PC-4124,Logoff
{N7V1-S5WI48PO-8308LBOJ},05/24/2010 12:00:42,MJM0510,PC-6612,Logon
{F0J5-J4CZ78SD-1472LHBU},05/24/2010 12:01:58,RTO0313,PC-3311,Logon
{W7W4-W7RL73OF-2400BEQO},05/24/2010 12:03:18,MOS0047,PC-8466,Logon
{F9G6-V9LF18ET-4984MZSO},05/24/2010 12:15:51,SSG0250,PC-6809,Logon
{P0G0-Q7WX58FT-7717NIRH},05/24/2010 12:16:35,MOS0047,PC-8466,Logoff
{E1L1-O1QL88VX-9080VIZJ},05/24/2010 12:18:30,IUY0279,PC-9140,Logon
{I4K1-B4HX20XU-0574PEGH},05/24/2010 12:21:04,KKS0119,PC-0322,Logon
{U5R9-I1KZ13CV-9795MOCU},05/24/2010 12:21:45,KPR0497,PC-2511,Logon
{O5O7-J6SW23DQ-6001PKHJ},05/24/2010 12:23:06,CFM0767,PC-4259,Logon
{A9J5-S3NM84ID-0276MLIO},05/24/2010 12:26:06,KBP0008,PC-3851,Logon
{F1A0-O9UL36ZQ-3696VGIV},05/24/2010 12:26:51,BLB0114,PC-5391,Logon
{Y3H7-N9QR27GJ-6087PHFH},05/24/2010 12:30:43,BBG0325,PC-6609,Logon
{B2S4-I9AB36WK-1046DPUQ},05/24/2010 12:35:13,MOS0047,PC-5820,Logon
{E0F0-T1TV85FX-0870IYYH},05/24/2010 12:41:28,PEV0323,PC-7236,Logon
{M0S8-I6IH60IC-3958YILF},05/24/2010 12:46:13,TVS0050,PC-2174,Logon
{I3X9-H8VK21ZR-3165PJPR},05/24/2010 12:52:21,AIP0982,PC-3733,Logon
{N0W2-L7BC49GG-0578QTHB},05/24/2010 12:53:08,CAS0507,PC-8739,Logon
{X0K2-I5LY92JO-7379TKFD},05/24/2010 12:55:09,EHD0584,PC-8669,Logon
{X3N2-G8VI43BO-6118VQUH},05/24/2010 12:57:40,EIS0041,PC-9255,Logon
{B9E1-L2PF31OD-4312THJZ},05/24/2010 13:02:23,CQH0701,PC-8164,Logon
{F8P5-E9ZS62IO-6769IPXE},05/24/2010 13:07:19,CCH0685,PC-7039,Logon
{N1B9-W1VY00AI-0998YKTV},05/24/2010 13:07:46,LDG0459,PC-5621,Logon
{B1W1-D7WH13CF-7566MXRQ},05/24/2010 13:08:15,ASS0517,PC-2271,Logon
{M8B0-X7CA13WN-6180TCZK},05/24/2010 13:09:13,RAM0447,PC-2697,Logon
{E4K3-J0KV70HV-6606CTJC},05/24/2010 13:11:17,AMR0318,PC-6239,Logon
{B8W2-M6RU73KB-8624RFAX},05/24/2010 13:18:22,DMM0623,PC-5383,Logon
{J8V8-B0LP48MB-0672GYZF},05/24/2010 13:18:48,OCS0865,PC-8309,Logon
{V8E9-J0CG43PG-8739AYVO},05/24/2010 13:25:41,PAD0773,PC-3959,Logon
{V7O1-O3XM13FQ-7720YKCD},05/24/2010 13:28:02,MBJ0312,PC-5250,Logon
{S5O2-L6DH07ZK-1586OHVI},05/24/2010 13:31:46,NCO0666,PC-6519,Logon
{K6J7-X0HO54UF-8920DRPA},05/24/2010 13:32:27,XWD0923,PC-1637,Logon
{K9E1-R1SB71OH-9776XNEL},05/24/2010 13:32:58,KES0729,PC-0795,Logon
{A0I8-I3HL30FS-2625TXFV},05/24/2010 13:35:57,PES0085,PC-3605,Logon
{G4G5-K4GI86WO-0711QMPR},05/24/2010 13:38:49,TYB0779,PC-5258,Logon
{N8S7-I0EB28YB-5730ZNNE},05/24/2010 13:41:48,PIS0522,PC-5648,Logon
{S9F9-R3GU52JZ-7295CIKJ},05/24/2010 13:46:54,HVF0067,PC-9939,Logon
{E8V4-H1FG04JU-8788IZIZ},05/24/2010 13:52:23,WDD0366,PC-0155,Logon
{F9O5-O4RO92QH-4250KBCY},05/24/2010 14:09:08,YIC0195,PC-9353,Logon
{Z5N5-V1PA71EI-9948XUXA},05/24/2010 14:10:56,EZT0640,PC-1069,Logon
{L1O7-G4KW03QQ-9368WBWZ},05/24/2010 14:14:26,RAW0915,PC-2113,Logon
{L9L1-P6AE44ZA-1901DKAL},05/24/2010 14:30:03,BVC0790,PC-0008,Logon
{W7B0-J7OB73ZF-4728OZVF},05/24/2010 14:31:47,IAR0694,PC-2804,Logon
{N7S9-C6DO42QA-4794JNNG},05/24/2010 14:33:05,HCL0651,PC-8314,Logon
{K6W9-E5XN99AD-4237LHFL},05/24/2010 14:46:59,MDH0686,PC-9901,Logon
{B2Q9-M3TP71JT-0774EAPC},05/24/2010 14:50:44,RRP0568,PC-3735,Logon
{M2V5-Z6QJ44KS-5385MADQ},05/24/2010 14:52:13,JMD0520,PC-1243,Logon
{E8F9-Z1UC96YK-9369XDFI},05/24/2010 15:07:00,KRL0062,PC-5595,Logoff
{H9X0-O2ML29YS-6585UUAD},05/24/2010 15:18:00,SJF0094,PC-3559,Logoff
{A8C2-B7PC62SJ-8331ZWIZ},05/24/2010 15:29:00,JCC0225,PC-6711,Logoff
{K6R4-H2QM55HE-6905YVUV},05/24/2010 15:29:00,TVS0050,PC-2174,Logoff
{H4T1-N9TC49SW-0588RKGD},05/24/2010 15:33:00,FAW0032,PC-5866,Logoff
{E8S5-S4WH29YB-0255HPLR},05/24/2010 15:35:00,EIS0041,PC-9255,Logoff
{E5A0-U3NM52MA-8238DTIV},05/24/2010 15:35:00,HCM0267,PC-7651,Logoff
{C1Q8-H7MB02RM-6028XCFP},05/24/2010 15:35:00,KCS0173,PC-5117,Logoff
{L3A3-T4YR90UW-8263JVLF},05/24/2010 15:36:00,MOS0047,PC-5820,Logoff
{V9B3-I3TK09MV-7231GEGJ},05/24/2010 15:40:00,KNB0022,PC-9873,Logoff
{V8E8-U2YI87WS-0409KKUZ},05/24/2010 15:41:00,AKW0167,PC-7109,Logoff
{H4L1-A5WQ97XF-1174ZJHE},05/24/2010 15:41:00,ASS0206,PC-5276,Logoff
{E4T3-Z8ON00QL-9531DDZB},05/24/2010 15:44:00,ARL0034,PC-9080,Logoff
{A1L9-W6LD37OR-3605LENZ},05/24/2010 15:45:00,BBG0325,PC-6609,Logoff
{Q8S5-A5TW34WV-6795JSCP},05/24/2010 15:45:00,SDO0170,PC-0183,Logoff
{T7J0-K3SX32BH-7118TMOO},05/24/2010 15:48:00,AMR0318,PC-6239,Logoff
{O5J6-T9AK63BL-6763WTXP},05/24/2010 15:50:00,UFK0208,PC-3343,Logoff
{Q6R9-Z2IL69WI-4566ZABP},05/24/2010 15:51:00,MBJ0312,PC-5250,Logoff
{I0B4-N5BJ85QP-6004UGLP},05/24/2010 15:52:00,BDV0168,PC-2464,Logoff
{P7O0-A9MC93JS-0046XXAY},05/24/2010 15:52:00,PEV0323,PC-7236,Logoff
{E5Y5-Y3RV93GJ-7613LYBC},05/24/2010 15:56:00,WBC0315,PC-0215,Logoff
{Y4D4-H9QJ13HL-7657GQWX},05/24/2010 15:58:00,LHL0309,PC-5289,Logoff
{Q9U8-U7UC38CG-4645JVJB},05/24/2010 15:58:00,NCO0666,PC-6519,Logoff
{W9M3-N5KV99CP-9942AILW},05/24/2010 15:58:00,RTO0313,PC-3311,Logoff
{E4M7-Z8WT38DD-9532XYOC},05/24/2010 15:59:00,EBC0390,PC-8830,Logoff
{E0N8-H8RB08QB-7267IRFO},05/24/2010 16:00:00,CKD0680,PC-6282,Logoff
{Q9A8-X0DI00DZ-9359ZDQQ},05/24/2010 16:06:00,CSL0949,PC-6544,Logoff
{L4E2-X1PG69SD-5049BSDO},05/24/2010 16:07:00,AIH0675,PC-6009,Logoff
{C2H4-L2WJ46UY-4060SSUY},05/24/2010 16:11:00,DRR0162,PC-5168,Logoff
{G7M6-U7FO36IG-8292IJAJ},05/24/2010 16:11:00,GJT0386,PC-5368,Logoff
{O0O7-Z9YK26DQ-3047KFPY},05/24/2010 16:13:00,KNG0672,PC-4405,Logoff
{K7F7-E0KO15YD-6361SMQF},05/24/2010 16:13:00,WDD0366,PC-0155,Logoff
{A8I0-A5JB94HY-7201QWJQ},05/24/2010 16:14:00,LBH0942,PC-3640,Logoff
{D1B3-L1HO58GX-9021POSF},05/24/2010 16:15:00,KBP0008,PC-3851,Logoff
{Y7D4-Z2CW91SX-0527HWCV},05/24/2010 16:19:00,NMB0972,PC-8330,Logoff
{T4V5-G1ST29DA-6353KDRV},05/24/2010 16:24:00,WRM0963,PC-5082,Logoff
{L7C8-L6IB99UG-0203BKKV},05/24/2010 16:26:00,FXF0957,PC-4176,Logoff
{H7P9-J2AD02GY-7106OCFF},05/24/2010 16:26:00,MMG0943,PC-2370,Logoff
{N7Y7-T2BU54HI-6390WWIS},05/24/2010 16:28:00,CFM0767,PC-4259,Logoff
{Y0M5-N3AF76ZK-3651MTGH},05/24/2010 16:30:00,KSP0966,PC-6985,Logoff
{S3T3-X6RB11YL-5060GQLN},05/24/2010 16:30:00,LHN0151,PC-6305,Logoff
{T3B7-M2LV54GK-0460ICWR},05/24/2010 16:32:00,TYB0779,PC-5258,Logoff
{D3C2-L0AA02JQ-9311KAKV},05/24/2010 16:35:00,BTW0005,PC-2915,Logoff
{Q0G7-M1BY63MH-4398HLKS},05/24/2010 16:36:00,DPS0262,PC-8916,Logoff
{L3R7-S9CS15NK-3081QTPG},05/24/2010 16:39:00,PAD0773,PC-3959,Logoff
{O5F4-E7QC68BN-8281KRTP},05/24/2010 16:40:00,QSV0778,PC-5952,Logoff
{P7Y7-T1LG96PI-0924KYJR},05/24/2010 16:42:59,MOS0047,PC-2422,Logon
{V6D6-Z0TO66ZR-2447HOBO},05/24/2010 16:43:00,NMG0766,PC-6258,Logoff
{G4H8-A8MJ83CK-3555SGTJ},05/24/2010 16:45:00,JKJ0698,PC-1917,Logoff
{E5W5-K3MR89EU-9086OVWP},05/24/2010 16:47:00,DSB0731,PC-9254,Logoff
{A5X6-A0ZR34CJ-9068RIPO},05/24/2010 16:47:00,RSC0089,PC-9929,Logoff
{M0T6-D8YA12AA-0094GUAX},05/24/2010 16:52:00,AAL0706,PC-5282,Logoff
